Anno,Codice Istat,Comune,Densità
1991,24107,Torrebelvicino,237,24
1991,24108,Torri di Quartesolo,529,15
1991,24110,Trissino,337,21
1991,24111,Valdagno,546,83
1991,24112,Valdastico,66,91
1991,24113,Valli del Pasubio,73,11
1991,24114,Valstagna,72,85
1991,24115,Velo d'Astico,102,41
1991,24116,Vicenza,1.333,81
1991,24117,Villaga,76,9
1991,24118,Villaverla,305,84
1991,24119,Zanè,699,87
1991,24120,Zermeghedo,329,39
1991,24121,Zovencedo,80,29
1991,24122,Zugliano,403,28
1991,25001,Agordo,184,16
1991,25002,Alano di Piave,69,41
1991,25003,Alleghe,49,68
1991,25004,Arsiè,44,84
1991,25005,Auronzo di Cadore,17,2
1991,25006,Belluno,241,48
1991,25007,Borca di Cadore,25,57
1991,25008,Calalzo di Cadore,55,79
1991,25009,Castellavazzo,98,43
1991,25010,Cencenighe Agordino,86,22
1991,25011,Cesiomaggiore,48,72
1991,25012,Chies d'Alpago,36,39
1991,25013,Cibiana di Cadore,29,66
1991,25014,Colle Santa Lucia,31,3
1991,25015,Comelico Superiore,29,71
1991,25016,Cortina d'Ampezzo,27,91
1991,25017,Danta di Cadore,75,88
1991,25018,Domegge di Cadore,53,37
1991,25019,Falcade,42,92
1991,25020,Farra d'Alpago,62,57
1991,25021,Feltre,196,26
1991,25022,Fonzaso,124,37
1991,25023,Canale d'Agordo,27,67
1991,25024,Forno di Zoldo,38,9
1991,25025,Gosaldo,21,04
1991,25026,Lamon,68,83
1991,25027,La Valle Agordina,24,62
1991,25028,Lentiai,74,51
1991,25029,Limana,106,69
1991,25030,Livinallongo del Col di Lana,14,35
1991,25031,Longarone,40,82
1991,25032,Lorenzago di Cadore,23,34
1991,25033,Lozzo di Cadore,51,48
1991,25034,Mel,74,45
1991,25035,Ospitale di Cadore,9,79
1991,25036,Pedavena,168,22
1991,25037,Perarolo di Cadore,7,16
1991,25038,Pieve d'Alpago,81,63
1991,25039,Pieve di Cadore,60,26
1991,25040,Ponte nelle Alpi,130,67
1991,25041,Puos d'Alpago,164,16
1991,25042,Quero,74,02
1991,25043,Rivamonte Agordino,31,78
1991,25044,Rocca Pietore,20,95
1991,25045,San Gregorio nelle Alpi,73,26
1991,25046,San Nicolò di Comelico,17,67
1991,25047,San Pietro di Cadore,37,91
1991,25048,Santa Giustina,170,93
1991,25049,San Tomaso Agordino,45,64
1991,25050,Santo Stefano di Cadore,30,21
1991,25051,San Vito di Cadore,26,65
1991,25052,Sappada,22,09
1991,25053,Sedico,88,25
1991,25054,Selva di Cadore,18,37
1991,25055,Seren del Grappa,39,75
1991,25056,Sospirolo,51,11
1991,25057,Soverzene,28,17
1991,25058,Sovramonte,35,76
1991,25059,Taibon Agordino,18,88
1991,25060,Tambre,36,25
1991,25061,Trichiana,98,27
1991,25062,Vallada Agordina,45,03
1991,25063,Valle di Cadore,48,79
1991,25064,Vas,45,1
1991,25065,Vigo di Cadore,24,19
1991,25066,Vodo Cadore,20,06
1991,25067,Voltago Agordino,44,12
1991,25068,Zoldo Alto,21,24
1991,25069,Zoppè di Cadore,70,84
1991,26001,Altivole,248,7
1991,26002,Arcade,370,51
1991,26003,Asolo,261,17
1991,26004,Borso del Grappa,119,3
1991,26005,Breda di Piave,215,9
1991,26006,Caerano di San Marco,549,55
1991,26007,Cappella Maggiore,374,57
1991,26008,Carbonera,454,25
1991,26009,Casale sul Sile,274,56
1991,26010,Casier,506,69
1991,26011,Castelcucco,192,15
1991,26012,Castelfranco Veneto,579,15
1991,26013,Castello di Godego,334,82
1991,26014,Cavaso del Tomba,126,11
1991,26015,Cessalto,110,75
1991,26016,Chiarano,151,45
1991,26017,Cimadolmo,175,32
1991,26018,Cison di Valmarino,83,55
1991,26019,Codognè,223,49
1991,26020,Colle Umberto,322,12
1991,26021,Conegliano,979,36
1991,26022,Cordignano,222,59
1991,26023,Cornuda,429,24
1991,26024,Crespano del Grappa,217,92
1991,26025,Crocetta del Montello,214,63
1991,26026,Farra di Soligo,265,86
1991,26027,Follina,142,38
1991,26028,Fontanelle,143,09
1991,26029,Fonte,322,01
1991,26030,Fregona,68,28
1991,26031,Gaiarine,218,71
1991,26032,Giavera del Montello,191,61
1991,26033,Godega di Sant'Urbano,241,34
1991,26034,Gorgo al Monticano,138,63
1991,26035,Istrana,263,94
1991,26036,Loria,300,99
1991,26037,Mansuè,146,44
1991,26038,Mareno di Piave,261,09
1991,26039,Maser,181,78
1991,26040,Maserada sul Piave,218,87
1991,26041,Meduna di Livenza,160,08
1991,26042,Miane,107,44
1991,26043,Mogliano Veneto,551,61
1991,26044,Monastier di Treviso,134,6
1991,26045,Monfumo,121,84
1991,26046,Montebelluna,514,68
1991,26047,Morgano,293,19
1991,26048,Moriago della Battaglia,172,81
1991,26049,Motta di Livenza,228,69
1991,26050,Nervesa della Battaglia,179,71
1991,26051,Oderzo,391,24
1991,26052,Ormelle,193,23
1991,26053,Orsago,332,4
1991,26054,Paderno del Grappa,88,44
1991,26055,Paese,417,16
1991,26056,Pederobba,221,9
1991,26057,Pieve di Soligo,494,68
1991,26058,Ponte di Piave,190,13
1991,26059,Ponzano Veneto,341,33
1991,26060,Portobuffolè,139,6
1991,26061,Possagno,151,49
1991,26062,Povegliano,272,59
1991,26063,Preganziol,574,49
1991,26064,Quinto di Treviso,478,07
1991,26065,Refrontolo,130,59
1991,26066,Resana,257,23
1991,26067,Revine Lago,107,93
1991,26068,Riese Pio X,272,41
1991,26069,Roncade,186,09
1991,26070,Salgareda,170,29
1991,26071,San Biagio di Callalta,223,27
1991,26072,San Fior,308,33
1991,26073,San Pietro di Feletto,219,69
1991,26074,San Polo di Piave,192,79
1991,26075,Santa Lucia di Piave,328,98
1991,26076,San Vendemiano,442,31
1991,26077,San Zenone degli Ezzelini,270,36
1991,26078,Sarmede,160,76
1991,26079,Segusino,111,58
1991,26080,Sernaglia della Battaglia,274,17
1991,26081,Silea,462,75
1991,26082,Spresiano,337,77
1991,26083,Susegana,220,04
1991,26084,Tarzo,184,66
1991,26085,Trevignano,311,07
1991,26086,Treviso,1.501,17
1991,26087,Valdobbiadene,176,41
1991,26088,Vazzola,216,87
1991,26089,Vedelago,210,9
1991,26090,Vidor,219,6
1991,26091,Villorba,505,49
1991,26092,Vittorio Veneto,353,71
1991,26093,Volpago del Montello,191,03
1991,26094,Zenson di Piave,164,19
1991,26095,Zero Branco,296,17
1991,27001,Annone Veneto,125,51
1991,27002,Campagna Lupia,69,25
1991,27003,Campolongo Maggiore,380,85
1991,27004,Camponogara,457,02
1991,27005,Caorle,73,51
1991,27006,Cavarzere,119,48
1991,27007,Ceggia,227,98
1991,27008,Chioggia,287,14
1991,27009,Cinto Caomaggiore,145,72
1991,27010,Cona,52,12
1991,27011,Concordia Sagittaria,158,65
1991,27012,Dolo,568,23
1991,27013,Eraclea,124,54
1991,27014,Fiesso d'Artico,926,78
1991,27015,Fossalta di Piave,392,2
1991,27016,Fossalta di Portogruaro,182,58
1991,27017,Fossò,526,51
1991,27018,Gruaro,156,5
1991,27019,Jesolo,231,68
1991,27020,Marcon,417,05
1991,27021,Martellago,925,68
1991,27022,Meolo,196,93
1991,27023,Mira,368,94
1991,27024,Mirano,564,65
1991,27025,Musile di Piave,215,93
1991,27026,Noale,543,61
1991,27027,Noventa di Piave,316,99
1991,27028,Pianiga,442,89
1991,27029,Portogruaro,241,75
1991,27030,Pramaggiore,143,45
1991,27031,Quarto d'Altino,221,31
1991,27032,Salzano,641,24
1991,27033,San Donà di Piave,424,31
1991,27034,San Michele al Tagliamento,105,87
1991,27035,Santa Maria di Sala,395,42
1991,27036,San Stino di Livenza,168,27
1991,27037,Scorzè,470,2
1991,27038,Spinea,1.656,22
1991,27039,Stra,763,1
1991,27040,Teglio Veneto,170,31
1991,27041,Torre di Mosto,98,59
1991,27042,Venezia,675,54
1991,27043,Vigonovo,593,04
1991,27044,Cavallino-Treporti,
1991,28001,Abano Terme,824,06
1991,28002,Agna,164,21
1991,28003,Albignasego,861,12
1991,28004,Anguillara Veneta,241,75
1991,28005,Arquà Petrarca,155,51
1991,28006,Arre,158,9
1991,28007,Arzergrande,296,26
1991,28008,Bagnoli di Sopra,110,96
1991,28009,Baone,126,96
1991,28010,Barbona,95,09
1991,28011,Battaglia Terme,650
1991,28012,Boara Pisani,151,09
1991,28013,Borgoricco,294,29
1991,28014,Bovolenta,136,64
1991,28015,Brugine,267,21
1991,28016,Cadoneghe,1.064,2
1991,28017,Campodarsego,409,02
1991,28018,Campodoro,173,57
1991,28019,Camposampiero,446,99
1991,28020,Campo San Martino,388,8
1991,28021,Candiana,107,65
1991,28022,Carceri,156,63
1991,28023,Carmignano di Brenta,464,29
1991,28024,Carrara San Giorgio,333,57
1991,28025,Carrara Santo Stefano,157,83
1991,28026,Cartura,253,09
1991,28027,Casale di Scodosia,237,18
1991,28028,Casalserugo,315,08
1991,28029,Castelbaldo,119,12
1991,28030,Cervarese Santa Croce,248,4
1991,28031,Cinto Euganeo,104,72
1991,28032,Cittadella,493,27
1991,28033,Codevigo,76,87
1991,28034,Conselve,349,13
1991,28035,Correzzola,122,07
1991,28036,Curtarolo,399,73
1991,28037,Este,539,04
1991,28038,Fontaniva,355,29
1991,28039,Galliera Veneta,702,55
1991,28040,Galzignano Terme,228,54
1991,28041,Gazzo,137,06
1991,28042,Grantorto,265,32
1991,28043,Granze,132,78
1991,28044,Legnaro,440,56
1991,28045,Limena,399,47
1991,28046,Loreggia,261,64
1991,28047,Lozzo Atestino,130,83
1991,28048,Maserà di Padova,368,99
1991,28049,Masi,132,63
1991,28050,Massanzago,268,38
1991,28051,Megliadino San Fidenzio,118,16
1991,28052,Megliadino San Vitale,136,73
1991,28053,Merlara,142,84
1991,28054,Mestrino,345,8
1991,28055,Monselice,344,03
1991,28056,Montagnana,209,54
1991,28057,Montegrotto Terme,653,64
1991,28058,Noventa Padovana,1.047
1991,28059,Ospedaletto Euganeo,235,82
1991,28060,Padova,2.315,75
1991,28061,Pernumia,275,91
1991,28062,Piacenza d'Adige,80,47
1991,28063,Piazzola sul Brenta,249,88
1991,28064,Piombino Dese,264,41
1991,28065,Piove di Sacco,487,09
1991,28066,Polverara,230,46
1991,28067,Ponso,209,33
1991,28068,Pontelongo,330,43
1991,28069,Ponte San Nicolò,786
1991,28070,Pozzonovo,144,44
1991,28071,Rovolon,139,3
1991,28072,Rubano,863,94
1991,28073,Saccolongo,310,2
1991,28074,Saletto,224,1
1991,28075,San Giorgio delle Pertiche,379,26
1991,28076,San Giorgio in Bosco,188,04
1991,28077,San Martino di Lupari,455,29
1991,28078,San Pietro in Gu,237,53
1991,28079,San Pietro Viminario,176,89
1991,28080,Santa Giustina in Colle,324,59
1991,28081,Santa Margherita d'Adige,165,33
1991,28082,Sant'Angelo di Piove di Sacco,430,16
1991,28083,Sant'Elena,190,16
1991,28084,Sant'Urbano,76,85
1991,28085,Saonara,530,62
1991,28086,Selvazzano Dentro,961,64
1991,28087,Solesino,684,5
1991,28088,Stanghella,233,16
1991,28089,Teolo,248,18
1991,28090,Terrassa Padovana,139,2
1991,28091,Tombolo,590,17
1991,28092,Torreglia,304,64
1991,28093,Trebaseleghe,307,65
1991,28094,Tribano,198,08
1991,28095,Urbana,127,77
1991,28096,Veggiano,136,58
1991,28097,Vescovana,71,16
1991,28098,Vighizzolo d'Este,57,55
1991,28099,Vigodarzere,474,23
1991,28100,Vigonza,501,02
1991,28101,Villa del Conte,280,43
1991,28102,Villa Estense,149,53
1991,28103,Villafranca Padovana,285,69
1991,28104,Villanova di Camposampiero,370,94
1991,28105,Vo,166,06
1991,28106,Due Carrare,
1991,29001,Adria,186,94
1991,29002,Ariano nel Polesine,64,67
1991,29003,Arquà Polesine,144,96
1991,29004,Badia Polesine,228,49
1991,29005,Bagnolo di Po,69,11
1991,29006,Bergantino,155,72
1991,29007,Bosaro,201,5
1991,29008,Calto,79,6
1991,29009,Canaro,84,96
1991,29010,Canda,71,18
1991,29011,Castelguglielmo,88,69
1991,29012,Castelmassa,397,56
1991,29013,Castelnovo Bariano,85,17
1991,29014,Ceneselli,73,02
1991,29015,Ceregnano,136,51
1991,29016,Contarina,103,14
1991,29017,Corbola,143,12
1991,29018,Costa di Rovigo,190,34
1991,29019,Crespino,74,12
1991,29020,Donada,110
1991,29021,Ficarolo,162,72
1991,29022,Fiesso Umbertiano,152,11
1991,29023,Frassinelle Polesine,79,93
1991,29024,Fratta Polesine,141,7
1991,29025,Gaiba,91,32
1991,29026,Gavello,70,67
1991,29027,Giacciano con Baruchella,134,31
1991,29028,Guarda Veneta,70,77
1991,29029,Lendinara,225,62
1991,29030,Loreo,95,61
1991,29031,Lusia,201,75
1991,29032,Melara,117,27
1991,29033,Occhiobello,282,07
1991,29034,Papozze,85,62
1991,29035,Pettorazza Grimani,77,45
1991,29036,Pincara,76,05
1991,29037,Polesella,223,81
1991,29038,Pontecchio Polesine,119,18
1991,29039,Porto Tolle,48,87
1991,29040,Rosolina,77,66
1991,29041,Rovigo,482,8
1991,29042,Salara,91,96
1991,29043,San Bellino,78,46
1991,29044,San Martino di Venezze,128,91
1991,29045,Stienta,123,87
1991,29046,Taglio di Po,107,53
1991,29047,Trecenta,98,52
1991,29048,Villadose,162,02
1991,29049,Villamarzana,85,15
1991,29050,Villanova del Ghebbo,190,4
1991,29051,Villanova Marchesana,60,52
1991,29052,Porto Viro,
1992,23001,Affi,152,74
1992,23002,Albaredo d'Adige,177,36
1992,23003,Angiari,128,23
1992,23004,Arcole,247,73
1992,23005,Badia Calavena,82,46
1992,23006,Bardolino,112,34
1992,23007,Belfiore,99,47
1992,23008,Bevilacqua,131,77
1992,23009,Bonavigo,109,1
1992,23010,Boschi Sant'Anna,144,48
1992,23011,Bosco Chiesanuova,46,13
1992,23012,Bovolone,314,82
1992,23013,Brentino Belluno,46,39
1992,23014,Brenzone,45,69
1992,23015,Bussolengo,605,49
1992,23016,Buttapietra,263,82
1992,23017,Caldiero,465,93
1992,23018,Caprino Veronese,148,13
1992,23019,Casaleone,160,3
1992,23020,Castagnaro,123,95
1992,23021,Castel d'Azzano,963,93
1992,23022,Castelnuovo del Garda,229
1992,23023,Cavaion Veronese,273,17
1992,23024,Cazzano di Tramigna,101,47
1992,23025,Cerea,208,69
1992,23026,Cerro Veronese,151,13
1992,23027,Cologna Veneta,172,96
1992,23028,Colognola ai Colli,319,56
1992,23029,Concamarise,137,01
1992,23030,Costermano,142,23
1992,23031,Dolcè,70,67
1992,23032,Erbè,101,25
1992,23033,Erbezzo,24,65
1992,23034,Ferrara di Monte Baldo,7,03
1992,23035,Fumane,102,13
1992,23036,Garda,214,17
1992,23037,Gazzo Veronese,103,02
1992,23038,Grezzana,190,28
1992,23039,Illasi,182,45
1992,23040,Isola della Scala,147,99
1992,23041,Isola Rizza,162,89
1992,23042,Lavagno,351,16
1992,23043,Lazise,84,71
1992,23044,Legnago,328,91
1992,23045,Malcesine,50,28
1992,23046,Marano di Valpolicella,137,66
1992,23047,Mezzane di Sotto,93,26
1992,23048,Minerbe,156,42
1992,23049,Montecchia di Crosara,188,32
1992,23050,Monteforte d'Alpone,329,66
1992,23051,Mozzecane,176,77
1992,23052,Negrar,336,52
1992,23053,Nogara,197,89
1992,23054,Nogarole Rocca,92,49
1992,23055,Oppeano,150,04
1992,23056,Palù,81,8
1992,23057,Pastrengo,260,04
1992,23058,Pescantina,514,19
1992,23059,Peschiera del Garda,484,27
1992,23060,Povegliano Veronese,311,28
1992,23061,Pressana,135,74
1992,23062,Rivoli Veronese,95,98
1992,23063,Roncà,181,69
1992,23064,Ronco all'Adige,132,82
1992,23065,Roverchiara,130,72
1992,23066,Roveredo di Guà,122,83
1992,23067,Roverè Veronese,54,21
1992,23068,Salizzole,121,08
1992,23069,San Bonifacio,463,76
1992,23070,San Giovanni Ilarione,183,29
1992,23071,San Giovanni Lupatoto,1.066,03
1992,23072,Sanguinetto,303,59
1992,23073,San Martino Buon Albergo,375,48
1992,23074,San Mauro di Saline,47,79
1992,23075,San Pietro di Morubio,180,09
1992,23076,San Pietro in Cariano,549,31
1992,23077,Sant'Ambrogio di Valpolicella,385,5
1992,23078,Sant'Anna d'Alfaedo,56,32
1992,23079,San Zeno di Montagna,39,99
1992,23080,Selva di Progno,24,54
1992,23081,Soave,266,17
1992,23082,Sommacampagna,267,04
1992,23083,Sona,312,49
1992,23084,Sorgà,95,4
1992,23085,Terrazzo,124,7
1992,23086,Torri del Benaco,51,16
1992,23087,Tregnago,125,84
1992,23088,Trevenzuolo,86,77
1992,23089,Valeggio sul Mincio,147,94
1992,23090,Velo Veronese,42,95
1992,23091,Verona,1.283,36
1992,23092,Veronella,164,74
1992,23093,Vestenanova,104,6
1992,23094,Vigasio,197,72
1992,23095,Villa Bartolomea,101,65
1992,23096,Villafranca di Verona,475,57
1992,23097,Zevio,188,09
1992,23098,Zimella,199,95
1992,24001,Agugliaro,85,03
1992,24002,Albettone,90,76
1992,24003,Alonte,80,02
1992,24004,Altavilla Vicentina,481,78
1992,24005,Altissimo,124,35
1992,24006,Arcugnano,148,31
1992,24007,Arsiero,79,84
1992,24008,Arzignano,620,21
1992,24009,Asiago,40,3
1992,24010,Asigliano Veneto,104,2
1992,24011,Barbarano Vicentino,172,09
1992,24012,Bassano del Grappa,837,08
1992,24013,Bolzano Vicentino,229,31
1992,24014,Breganze,341,14
1992,24015,Brendola,217,4
1992,24016,Bressanvido,303,74
1992,24017,Brogliano,196,3
1992,24018,Caldogno,598,55
1992,24019,Caltrano,105,96
1992,24020,Calvene,108,41
1992,24021,Camisano Vicentino,254,33
1992,24022,Campiglia dei Berici,160,33
1992,24023,Campolongo sul Brenta,84,78
1992,24024,Carrè,329,51
1992,24025,Cartigliano,450,93
1992,24026,Cassola,878,3
1992,24027,Castegnero,186,5
1992,24028,Castelgomberto,278,76
1992,24029,Chiampo,509,23
1992,24030,Chiuppano,508,33
1992,24031,Cismon del Grappa,31,18
1992,24032,Cogollo del Cengio,85,98
1992,24033,Conco,82,45
1992,24034,Cornedo Vicentino,408,34
1992,24035,Costabissara,383,5
1992,24036,Creazzo,950,52
1992,24037,Crespadoro,43,35
1992,24038,Dueville,618,4
1992,24039,Enego,41,28
1992,24040,Fara Vicentino,242,22
1992,24041,Foza,22,27
1992,24042,Gallio,47,13
1992,24043,Gambellara,243,68
1992,24044,Gambugliano,89,43
1992,24045,Grancona,130,87
1992,24046,Grisignano di Zocco,235,61
1992,24047,Grumolo delle Abbadesse,209,98
1992,24048,Isola Vicentina,269
1992,24049,Laghi,7,56
1992,24050,Lastebasse,15,01
1992,24051,Longare,230,31
1992,24052,Lonigo,257,87
1992,24053,Lugo di Vicenza,247,95
1992,24054,Lusiana,82,27
1992,24055,Malo,370,1
1992,24056,Marano Vicentino,631,34
1992,24057,Marostica,347,46
1992,24058,Mason Vicentino,246,33
1992,24059,Molvena,306,33
1992,24060,Montebello Vicentino,254,5
1992,24061,Montecchio Maggiore,644,39
1992,24062,Montecchio Precalcino,303,56
1992,24063,Monte di Malo,110,94
1992,24064,Montegalda,160,01
1992,24065,Montegaldella,114,59
1992,24066,Monteviale,226,67
1992,24067,Monticello Conte Otto,823,36
1992,24068,Montorso Vicentino,294,26
1992,24069,Mossano,110,94
1992,24070,Mussolente,397,79
1992,24071,Nanto,142,32
1992,24072,Nogarole Vicentino,95,35
1992,24073,Nove,582,78
1992,24074,Noventa Vicentina,345,38
1992,24075,Orgiano,166,65
1992,24076,Pedemonte,63,47
1992,24077,Pianezze,362,98
1992,24078,Piovene Rocchette,577,36
1992,24079,Poiana Maggiore,146,15
1992,24080,Posina,16,82
1992,24081,Pove del Grappa,256,81
1992,24082,Pozzoleone,203,81
1992,24083,Quinto Vicentino,238,53
1992,24084,Recoaro Terme,124,54
1992,24085,Roana,46,98
1992,24086,Romano d'Ezzelino,582,86
1992,24087,Rosà,493,8
1992,24088,Rossano Veneto,610,51
1992,24089,Rotzo,21,05
1992,24090,Salcedo,161,27
1992,24091,Sandrigo,259,61
1992,24092,San Germano dei Berici,65,85
1992,24093,San Nazario,73,2
1992,24094,San Pietro Mussolino,337,23
1992,24095,Santorso,379,02
1992,24096,San Vito di Leguzzano,508,36
1992,24097,Sarcedo,344,48
1992,24098,Sarego,209,46
1992,24099,Schiavon,186,79
1992,24100,Schio,550,92
1992,24101,Solagna,97,21
1992,24102,Sossano,184,87
1992,24103,Sovizzo,321,13
1992,24104,Tezze sul Brenta,534,32
1992,24105,Thiene,1.015,36
1992,24106,Tonezza del Cimone,45,85
1992,24107,Torrebelvicino,239,26
1992,24108,Torri di Quartesolo,537,19
1992,24110,Trissino,338,44
1992,24111,Valdagno,546,31
1992,24112,Valdastico,66,19
1992,24113,Valli del Pasubio,73,03
1992,24114,Valstagna,72,77
1992,24115,Velo d'Astico,103,13
1992,24116,Vicenza,1.335,83
1992,24117,Villaga,77,8
1992,24118,Villaverla,309,72
1992,24119,Zanè,708,37
1992,24120,Zermeghedo,339,86
1992,24121,Zovencedo,80,95
1992,24122,Zugliano,402,98
1992,25001,Agordo,186,14
1992,25002,Alano di Piave,70,45
1992,25003,Alleghe,49,35
1992,25004,Arsiè,45,24
1992,25005,Auronzo di Cadore,17
1992,25006,Belluno,241,18
1992,25007,Borca di Cadore,26,97
1992,25008,Calalzo di Cadore,55,65
1992,25009,Castellavazzo,99,41
1992,25010,Cencenighe Agordino,85
1992,25011,Cesiomaggiore,48,68
1992,25012,Chies d'Alpago,36,41
1992,25013,Cibiana di Cadore,28,22
1992,25014,Colle Santa Lucia,30,91
1992,25015,Comelico Superiore,29,51
1992,25016,Cortina d'Ampezzo,27,55
1992,25017,Danta di Cadore,74,37
1992,25018,Domegge di Cadore,53,49
1992,25019,Falcade,43,26
1992,25020,Farra d'Alpago,62,66
1992,25021,Feltre,196,04
1992,25022,Fonzaso,124,45
1992,25023,Canale d'Agordo,27,88
1992,25024,Forno di Zoldo,38,65
1992,25025,Gosaldo,20,37
1992,25026,Lamon,68,92
1992,25027,La Valle Agordina,24,48
1992,25028,Lentiai,74,67
1992,25029,Limana,107,92
1992,25030,Livinallongo del Col di Lana,14,39
1992,25031,Longarone,41,15
1992,25032,Lorenzago di Cadore,23,56
1992,25033,Lozzo di Cadore,51,35
1992,25034,Mel,73,92
1992,25035,Ospitale di Cadore,9,44
1992,25036,Pedavena,168,94
1992,25037,Perarolo di Cadore,7,39
1992,25038,Pieve d'Alpago,80,32
1992,25039,Pieve di Cadore,60,29
1992,25040,Ponte nelle Alpi,133,34
1992,25041,Puos d'Alpago,163,8
1992,25042,Quero,74,19
1992,25043,Rivamonte Agordino,31,48
1992,25044,Rocca Pietore,20,69
1992,25045,San Gregorio nelle Alpi,72,63
1992,25046,San Nicolò di Comelico,17,17
1992,25047,San Pietro di Cadore,37,65
1992,25048,Santa Giustina,173,33
1992,25049,San Tomaso Agordino,45,43
1992,25050,Santo Stefano di Cadore,30,11
1992,25051,San Vito di Cadore,26,64
1992,25052,Sappada,22,55
1992,25053,Sedico,88,76
1992,25054,Selva di Cadore,16,35
1992,25055,Seren del Grappa,40,17
1992,25056,Sospirolo,50,77
1992,25057,Soverzene,29,6
1992,25058,Sovramonte,35,31
1992,25059,Taibon Agordino,18,94
1992,25060,Tambre,36,58
1992,25061,Trichiana,99,29
1992,25062,Vallada Agordina,44,35
1992,25063,Valle di Cadore,49,23
1992,25064,Vas,46,11
1992,25065,Vigo di Cadore,24,11
1992,25066,Vodo Cadore,20,26
1992,25067,Voltago Agordino,43,12
1992,25068,Zoldo Alto,21,09
1992,25069,Zoppè di Cadore,71,07
1992,26001,Altivole,250,8
1992,26002,Arcade,373,01
1992,26003,Asolo,262,31
1992,26004,Borso del Grappa,121,88
1992,26005,Breda di Piave,218,52
1992,26006,Caerano di San Marco,552,44
1992,26007,Cappella Maggiore,376,64
1992,26008,Carbonera,458,19
1992,26009,Casale sul Sile,276,76
1992,26010,Casier,523,92
1992,26011,Castelcucco,195,45
1992,26012,Castelfranco Veneto,581,29
1992,26013,Castello di Godego,336,54
1992,26014,Cavaso del Tomba,128,59
1992,26015,Cessalto,110,54
1992,26016,Chiarano,152,45
1992,26017,Cimadolmo,176,68
1992,26018,Cison di Valmarino,83,9
